,Features,Model_DT,Model_RF
0,Neutrality,0.15126749122079106,0.16608100339326887
1,Happy,0.15575449934986738,0.16542433905625273
2,Surprise,0.14217629552440267,0.14143473065423087
3,Fear,0.06386173380837813,0.060253758903269124
4,Disgust,0.14151034827610348,0.12516426974993494
5,Anger,0.1562575499469409,0.15433553642179088
6,Sadness,0.18917208187351653,0.18730636182125263
