,Features,Model_DT,Model_RF
0,Neutrality,0.11648679906735841,0.13927152129506826
1,Happy,0.16001001417183008,0.14506886330340613
2,Surprise,0.12033361173550068,0.11774218387783819
3,Fear,0.08205004444147446,0.09107089913971719
4,Disgust,0.09632879382344779,0.12429269272850016
5,Anger,0.2699155947672027,0.22209123923343785
6,Sadness,0.15487514199318575,0.16046260042203214
