Metrics,Model_Logreg,Model_DT,Model_RF,Model_LinearSVM,Model_RBF_SVM
Accuracy_Train,0.5918254625793979,0.998711221577833,0.998711221577833,0.5820675688115622,0.5898922949461475
Precision_Train,0.5918254625793979,0.998711221577833,0.998711221577833,0.5820675688115622,0.5898922949461475
Recall_Train,0.5918254625793979,0.998711221577833,0.998711221577833,0.5820675688115622,0.5898922949461475
Accuracy_Test,0.5829881248273957,0.6343551505109086,0.7224523612261806,0.5805026235846451,0.584092792046396
Precision_Test,0.5829881248273957,0.6343551505109086,0.7224523612261806,0.5805026235846451,0.584092792046396
Recall_Test,0.5829881248273957,0.6343551505109086,0.7224523612261806,0.5805026235846451,0.584092792046396
