,Features,Model_DT,Model_RF
0,Neutrality,0.1556252744913181,0.1799993337198956
1,Happy,0.23217995663438162,0.20108858898646464
2,Surprise,0.10951972832631203,0.11039675884079955
3,Fear,0.07933980123104924,0.07181550342776699
4,Disgust,0.10640016900102608,0.11270130257413022
5,Anger,0.1403574239332916,0.1482687244535699
6,Sadness,0.17657764638262144,0.17572978799737307
